GEN_TP_FUELS_1,GEN_TP_FUELS_2,GEN_TP_FUELS_3,GenFuelUseRate
C-Biomass_IGCC,1,BioSolid,0.0
C-Biomass_IGCC,2,BioSolid,0.0
C-Biomass_IGCC,3,BioSolid,0.0
C-Biomass_IGCC,4,BioSolid,0.0
C-Biomass_IGCC,5,BioSolid,0.0
C-Biomass_IGCC,6,BioSolid,0.0
C-Biomass_IGCC,7,BioSolid,0.0
C-Coal_IGCC,1,Coal,0.0
C-Coal_IGCC,2,Coal,0.0
C-Coal_IGCC,3,Coal,0.0
C-Coal_IGCC,4,Coal,0.0
C-Coal_IGCC,5,Coal,0.0
C-Coal_IGCC,6,Coal,0.0
C-Coal_IGCC,7,Coal,0.0
C-Coal_ST,1,Coal,16.074
C-Coal_ST,2,Coal,16.074
C-Coal_ST,3,Coal,16.074
C-Coal_ST,4,Coal,16.074
C-Coal_ST,5,Coal,16.074
C-Coal_ST,6,Coal,16.074
C-NG_CC,1,NaturalGas,0.0
C-NG_CC,2,NaturalGas,0.0
C-NG_CC,3,NaturalGas,0.0
C-NG_CC,4,NaturalGas,0.0
C-NG_CC,5,NaturalGas,0.0
C-NG_CC,6,NaturalGas,6.38059720472856
C-NG_CC,7,NaturalGas,0.0
C-NG_GT,1,NaturalGas,23.0146289757128
C-NG_GT,2,NaturalGas,23.0146289757128
C-NG_GT,3,NaturalGas,23.0146289757128
C-NG_GT,4,NaturalGas,23.0146289757128
C-NG_GT,5,NaturalGas,23.0146289757128
C-NG_GT,6,NaturalGas,23.0146289757128
C-NG_GT,7,NaturalGas,14.6226807119104
C-Nuclear,7,Uranium,0.0
N-Biomass_IGCC,1,BioSolid,0.0
N-Biomass_IGCC,2,BioSolid,0.0
N-Biomass_IGCC,3,BioSolid,0.0
N-Biomass_IGCC,4,BioSolid,0.0
N-Biomass_IGCC,5,BioSolid,0.0
N-Biomass_IGCC,6,BioSolid,0.0
N-Biomass_IGCC,7,BioSolid,0.0
N-Biomass_IGCC_CCS,7,BioSolid,0.0
N-Coal_IGCC,1,Coal,0.0
N-Coal_IGCC,2,Coal,0.0
N-Coal_IGCC,3,Coal,0.0
N-Coal_IGCC,4,Coal,0.0
N-Coal_IGCC,5,Coal,0.0
N-Coal_IGCC,6,Coal,0.0
N-Coal_IGCC,7,Coal,0.0
N-Coal_IGCC_CCS,7,Coal,0.0
N-Coal_ST,1,Coal,15.228
N-Coal_ST,2,Coal,15.228
N-Coal_ST,3,Coal,15.228
N-Coal_ST,4,Coal,15.228
N-Coal_ST,5,Coal,15.228
N-Coal_ST,6,Coal,15.228
N-Coal_ST,7,Coal,15.228
N-NG_CC,1,NaturalGas,4.9566732307009
N-NG_CC,2,NaturalGas,0.0
N-NG_CC,3,NaturalGas,0.736842185294352
N-NG_CC,4,NaturalGas,0.0
N-NG_CC,5,NaturalGas,0.0
N-NG_CC,6,NaturalGas,12.0369266625911
N-NG_CC,7,NaturalGas,0.0
N-NG_CC_CCS,7,NaturalGas,0.0
N-NG_GT,1,NaturalGas,19.5332
N-NG_GT,2,NaturalGas,16.2425216569192
N-NG_GT,3,NaturalGas,19.5332
N-NG_GT,4,NaturalGas,18.4368194393902
N-NG_GT,5,NaturalGas,16.2425216569192
N-NG_GT,6,NaturalGas,19.5332
N-NG_GT,7,NaturalGas,0.0
N-Nuclear,7,Uranium,0.0
S-Biomass_IGCC,1,BioSolid,0.0
S-Biomass_IGCC,2,BioSolid,0.0
S-Biomass_IGCC,3,BioSolid,0.0
S-Biomass_IGCC,4,BioSolid,0.0
S-Biomass_IGCC,5,BioSolid,0.0
S-Biomass_IGCC,6,BioSolid,0.0
S-Biomass_IGCC,7,BioSolid,0.0
S-Biomass_IGCC_CCS,7,BioSolid,0.0
S-NG_CC,1,NaturalGas,10.3931188050911
S-NG_CC,2,NaturalGas,10.1771376367975
S-NG_CC,3,NaturalGas,13.9332455210362
S-NG_CC,4,NaturalGas,13.3736371809686
S-NG_CC,5,NaturalGas,19.8948189106877
S-NG_CC,6,NaturalGas,31.5135
S-NG_CC,7,NaturalGas,0.0
S-NG_CC_CCS,7,NaturalGas,0.0
S-NG_GT,1,NaturalGas,19.5332
S-NG_GT,2,NaturalGas,19.5332
S-NG_GT,3,NaturalGas,19.5332
S-NG_GT,4,NaturalGas,19.5332
S-NG_GT,5,NaturalGas,19.5332
S-NG_GT,6,NaturalGas,19.5332
S-NG_GT,7,NaturalGas,0.0
