gen_tech,gen_load_zone,gen_energy_source,period,Energy_GWh_typical_yr,VariableCost_per_yr,DispatchEmissions_tCO2_per_typical_yr
Biomass_IGCC,Central,BioSolid,2020,0.0,0.0,0.0
Biomass_IGCC,Central,BioSolid,2030,0.0,0.0,0.0
Biomass_IGCC,North,BioSolid,2020,0.0,0.0,0.0
Biomass_IGCC,North,BioSolid,2030,0.0,0.0,0.0
Biomass_IGCC,South,BioSolid,2020,0.0,0.0,0.0
Biomass_IGCC,South,BioSolid,2030,0.0,0.0,0.0
Biomass_IGCC_CCS,North,BioSolid,2030,0.0,0.0,0.0
Biomass_IGCC_CCS,South,BioSolid,2030,0.0,0.0,0.0
Central_PV,Central,Solar,2020,0.0,0.0,0.0
Central_PV,Central,Solar,2030,10.5665364,0.0,0.0
Central_PV,North,Solar,2020,0.0,0.0,0.0
Central_PV,North,Solar,2030,0.0,0.0,0.0
Central_PV,South,Solar,2020,0.0,0.0,0.0
Central_PV,South,Solar,2030,0.0,0.0,0.0
Coal_IGCC,Central,Coal,2020,9.687519955459276,47137.14709847553,7356.5476538565
Coal_IGCC,Central,Coal,2030,54.085138549969486,263165.3037508995,41071.38885263005
Coal_IGCC,North,Coal,2020,0.0,0.0,0.0
Coal_IGCC,North,Coal,2030,0.0,0.0,0.0
Coal_IGCC_CCS,North,Coal,2030,11.784313566608725,116169.76313962882,1752.6177928409998
Coal_ST,Central,Coal,2020,14.832031392000001,53395.31301120001,13459.17856635648
Coal_ST,North,Coal,2020,14.832031392000001,50428.9067328,12750.80074707456
Coal_ST,North,Coal,2030,14.832072,50429.044799999996,12750.835656959998
Commercial_PV,Central,Solar,2020,0.0,0.0,0.0
Commercial_PV,Central,Solar,2030,2.4053904,0.0,0.0
Commercial_PV,North,Solar,2020,0.0,0.0,0.0
Commercial_PV,North,Solar,2030,0.0,0.0,0.0
Commercial_PV,South,Solar,2020,0.0,0.0,0.0
Commercial_PV,South,Solar,2030,0.0,0.0,0.0
Geothermal,North,Geothermal,2020,8.490555608561992,244782.71819484222,0.0
Geothermal,North,Geothermal,2030,8.4905788545,244783.388375235,0.0
Geothermal,South,Geothermal,2020,25.471666825686,881217.7855014327,0.0
Geothermal,South,Geothermal,2030,25.4717365635,881220.1981508458,0.0
NG_CC,Central,NaturalGas,2020,11.456872392201486,31282.760929458316,4075.980557418066
NG_CC,Central,NaturalGas,2030,-1.1678658040636966e-14,-3.188834220679842e-11,0.0
NG_CC,North,NaturalGas,2020,15.323286558515207,52299.90935286826,5451.524286049238
NG_CC,North,NaturalGas,2030,1.7517987060955405e-14,5.979064163774689e-11,6.232326958111039e-12
NG_CC,South,NaturalGas,2020,38.75803408541987,158742.0553643359,13788.8411398778
NG_CC,South,NaturalGas,2030,-2.4303364368279248e-14,-9.953977551044868e-11,0.0
NG_CC_CCS,North,NaturalGas,2030,0.0,0.0,0.0
NG_CC_CCS,South,NaturalGas,2030,0.0,0.0,0.0
NG_GT,Central,NaturalGas,2020,4.120019999999999,91652.316912,2271.339833868
NG_GT,Central,NaturalGas,2030,0.0,0.0,0.0
NG_GT,North,NaturalGas,2020,3.934216969585145,109398.77127325413,2168.9078495002836
NG_GT,North,NaturalGas,2030,0.0,0.0,0.0
NG_GT,South,NaturalGas,2020,1.666971190168973,55624.16146203435,918.9902151303039
NG_GT,South,NaturalGas,2030,0.0,0.0,0.0
Nuclear,Central,Uranium,2030,0.0,0.0,0.0
Nuclear,North,Uranium,2030,0.0,0.0,0.0
Residential_PV,Central,Solar,2020,0.0,0.0,0.0
Residential_PV,Central,Solar,2030,1.4604156,0.0,0.0
Residential_PV,North,Solar,2020,0.0,0.0,0.0
Residential_PV,North,Solar,2030,0.0,0.0,0.0
Residential_PV,South,Solar,2020,0.0,0.0,0.0
Residential_PV,South,Solar,2030,0.0,0.0,0.0
Wind,Central,Wind,2020,2.3418142425235476e-15,0.0,0.0
Wind,Central,Wind,2030,50.363475120000004,0.0,0.0
Wind,North,Wind,2020,0.0,0.0,0.0
Wind,North,Wind,2030,23.19138979700755,0.0,0.0
