GEN_TP_FUELS_1,GEN_TP_FUELS_2,GEN_TP_FUELS_3,GenFuelUseRate
C-Biomass_IGCC,1,BioSolid,0.0
C-Biomass_IGCC,2,BioSolid,0.0
C-Biomass_IGCC,3,BioSolid,0.0
C-Biomass_IGCC,4,BioSolid,0.0
C-Biomass_IGCC,5,BioSolid,0.0
C-Biomass_IGCC,6,BioSolid,0.0
C-Biomass_IGCC,7,BioSolid,0.0
C-Coal_IGCC,1,Coal,108.667246076636
C-Coal_IGCC,2,Coal,108.667246076636
C-Coal_IGCC,3,Coal,108.667246076636
C-Coal_IGCC,4,Coal,108.667246076636
C-Coal_IGCC,5,Coal,108.667246076636
C-Coal_IGCC,6,Coal,108.667246076636
C-Coal_IGCC,7,Coal,108.667246076636
C-Coal_ST,1,Coal,0.0
C-Coal_ST,2,Coal,0.0
C-Coal_ST,3,Coal,0.0
C-Coal_ST,4,Coal,0.0
C-Coal_ST,5,Coal,0.0
C-Coal_ST,6,Coal,0.0
C-NG_CC,1,NaturalGas,0.0
C-NG_CC,2,NaturalGas,0.0
C-NG_CC,3,NaturalGas,0.0
C-NG_CC,4,NaturalGas,0.0
C-NG_CC,5,NaturalGas,0.0
C-NG_CC,6,NaturalGas,0.0
C-NG_CC,7,NaturalGas,0.0
C-NG_GT,1,NaturalGas,0.0
C-NG_GT,2,NaturalGas,0.0
C-NG_GT,3,NaturalGas,0.0
C-NG_GT,4,NaturalGas,0.0
C-NG_GT,5,NaturalGas,0.0
C-NG_GT,6,NaturalGas,0.0
C-NG_GT,7,NaturalGas,0.0
C-Nuclear,7,Uranium,0.0
N-Biomass_IGCC,1,BioSolid,0.0
N-Biomass_IGCC,2,BioSolid,0.0
N-Biomass_IGCC,3,BioSolid,0.0
N-Biomass_IGCC,4,BioSolid,0.0
N-Biomass_IGCC,5,BioSolid,0.0
N-Biomass_IGCC,6,BioSolid,0.0
N-Biomass_IGCC,7,BioSolid,0.0
N-Biomass_IGCC_CCS,7,BioSolid,0.0
N-Coal_IGCC,1,Coal,-2.77555756156289e-17
N-Coal_IGCC,2,Coal,-2.77555756156289e-17
N-Coal_IGCC,3,Coal,-2.77555756156289e-17
N-Coal_IGCC,4,Coal,-2.77555756156289e-17
N-Coal_IGCC,5,Coal,-2.77555756156289e-17
N-Coal_IGCC,6,Coal,-2.77555756156289e-17
N-Coal_IGCC,7,Coal,-2.77555756156289e-17
N-Coal_IGCC_CCS,7,Coal,-9.10468087664061e-15
N-Coal_ST,1,Coal,15.228
N-Coal_ST,2,Coal,15.228
N-Coal_ST,3,Coal,15.228
N-Coal_ST,4,Coal,15.228
N-Coal_ST,5,Coal,15.228
N-Coal_ST,6,Coal,15.228
N-Coal_ST,7,Coal,0.0
N-NG_CC,1,NaturalGas,4.60728661618999
N-NG_CC,2,NaturalGas,0.0
N-NG_CC,3,NaturalGas,1.0671599002449
N-NG_CC,4,NaturalGas,0.0
N-NG_CC,5,NaturalGas,0.0
N-NG_CC,6,NaturalGas,11.6875400480802
N-NG_CC,7,NaturalGas,0.0
N-NG_CC_CCS,7,NaturalGas,0.0
N-NG_GT,1,NaturalGas,0.0
N-NG_GT,2,NaturalGas,0.0
N-NG_GT,3,NaturalGas,0.0
N-NG_GT,4,NaturalGas,0.0
N-NG_GT,5,NaturalGas,0.0
N-NG_GT,6,NaturalGas,0.0
N-NG_GT,7,NaturalGas,0.0
N-Nuclear,7,Uranium,0.0
S-Biomass_IGCC,1,BioSolid,0.0
S-Biomass_IGCC,2,BioSolid,0.0
S-Biomass_IGCC,3,BioSolid,0.0
S-Biomass_IGCC,4,BioSolid,0.0
S-Biomass_IGCC,5,BioSolid,0.0
S-Biomass_IGCC,6,BioSolid,0.0
S-Biomass_IGCC,7,BioSolid,0.0
S-Biomass_IGCC_CCS,7,BioSolid,0.0
S-NG_CC,1,NaturalGas,0.0
S-NG_CC,2,NaturalGas,0.0
S-NG_CC,3,NaturalGas,2.87458289334741
S-NG_CC,4,NaturalGas,4.7992317845829
S-NG_CC,5,NaturalGas,7.0802534318902
S-NG_CC,6,NaturalGas,30.3176451953538
S-NG_CC,7,NaturalGas,0.0
S-NG_CC_CCS,7,NaturalGas,0.0
S-NG_GT,1,NaturalGas,0.0
S-NG_GT,2,NaturalGas,0.0
S-NG_GT,3,NaturalGas,0.0
S-NG_GT,4,NaturalGas,0.0
S-NG_GT,5,NaturalGas,0.0
S-NG_GT,6,NaturalGas,0.0
S-NG_GT,7,NaturalGas,0.0
