GEN_TP_FUELS_1,GEN_TP_FUELS_2,GEN_TP_FUELS_3,GenFuelUseRate
C-Biomass_IGCC,1,BioSolid,0.0
C-Biomass_IGCC,2,BioSolid,0.0
C-Biomass_IGCC,3,BioSolid,0.0
C-Biomass_IGCC,4,BioSolid,0.0
C-Biomass_IGCC,5,BioSolid,0.0
C-Biomass_IGCC,6,BioSolid,0.0
C-Biomass_IGCC,7,BioSolid,0.0
C-Coal_IGCC,1,Coal,24.6793404264701
C-Coal_IGCC,2,Coal,24.6793404264701
C-Coal_IGCC,3,Coal,24.6793404264701
C-Coal_IGCC,4,Coal,24.6793404264701
C-Coal_IGCC,5,Coal,24.6793404264701
C-Coal_IGCC,6,Coal,24.6793404264701
C-Coal_IGCC,7,Coal,118.518634012386
C-Coal_ST,1,Coal,16.074
C-Coal_ST,2,Coal,16.074
C-Coal_ST,3,Coal,16.074
C-Coal_ST,4,Coal,16.074
C-Coal_ST,5,Coal,16.074
C-Coal_ST,6,Coal,16.074
C-NG_CC,1,NaturalGas,0.0
C-NG_CC,2,NaturalGas,0.0
C-NG_CC,3,NaturalGas,0.0
C-NG_CC,4,NaturalGas,0.0
C-NG_CC,5,NaturalGas,0.0
C-NG_CC,6,NaturalGas,12.6054
C-NG_CC,7,NaturalGas,0.0
C-NG_GT,1,NaturalGas,0.0
C-NG_GT,2,NaturalGas,0.0
C-NG_GT,3,NaturalGas,0.0
C-NG_GT,4,NaturalGas,0.0
C-NG_GT,5,NaturalGas,0.0
C-NG_GT,6,NaturalGas,19.5332
C-NG_GT,7,NaturalGas,0.0
C-Nuclear,7,Uranium,0.0
N-Biomass_IGCC,1,BioSolid,0.0
N-Biomass_IGCC,2,BioSolid,0.0
N-Biomass_IGCC,3,BioSolid,0.0
N-Biomass_IGCC,4,BioSolid,0.0
N-Biomass_IGCC,5,BioSolid,0.0
N-Biomass_IGCC,6,BioSolid,0.0
N-Biomass_IGCC,7,BioSolid,0.0
N-Biomass_IGCC_CCS,7,BioSolid,0.0
N-Coal_IGCC,1,Coal,0.0
N-Coal_IGCC,2,Coal,0.0
N-Coal_IGCC,3,Coal,0.0
N-Coal_IGCC,4,Coal,0.0
N-Coal_IGCC,5,Coal,0.0
N-Coal_IGCC,6,Coal,0.0
N-Coal_IGCC,7,Coal,0.0
N-Coal_IGCC_CCS,7,Coal,0.0
N-Coal_ST,1,Coal,15.228
N-Coal_ST,2,Coal,15.228
N-Coal_ST,3,Coal,15.228
N-Coal_ST,4,Coal,15.228
N-Coal_ST,5,Coal,15.228
N-Coal_ST,6,Coal,15.228
N-Coal_ST,7,Coal,15.228
N-NG_CC,1,NaturalGas,11.8381837381204
N-NG_CC,2,NaturalGas,0.0
N-NG_CC,3,NaturalGas,7.61835269271383
N-NG_CC,4,NaturalGas,3.4551636747624
N-NG_CC,5,NaturalGas,5.76564323629428
N-NG_CC,6,NaturalGas,12.6054
N-NG_CC,7,NaturalGas,0.0
N-NG_CC_CCS,7,NaturalGas,0.0
N-NG_GT,1,NaturalGas,0.0
N-NG_GT,2,NaturalGas,0.0
N-NG_GT,3,NaturalGas,0.0
N-NG_GT,4,NaturalGas,0.0
N-NG_GT,5,NaturalGas,0.0
N-NG_GT,6,NaturalGas,6.78289515951291
N-NG_GT,7,NaturalGas,-6.3335399981992e-15
N-Nuclear,7,Uranium,0.0
S-Biomass_IGCC,1,BioSolid,0.0
S-Biomass_IGCC,2,BioSolid,0.0
S-Biomass_IGCC,3,BioSolid,0.0
S-Biomass_IGCC,4,BioSolid,0.0
S-Biomass_IGCC,5,BioSolid,0.0
S-Biomass_IGCC,6,BioSolid,0.0
S-Biomass_IGCC,7,BioSolid,0.0
S-Biomass_IGCC_CCS,7,BioSolid,0.0
S-NG_CC,1,NaturalGas,22.9985188050911
S-NG_CC,2,NaturalGas,30.0787722369812
S-NG_CC,3,NaturalGas,26.5386455210362
S-NG_CC,4,NaturalGas,31.4948229233593
S-NG_CC,5,NaturalGas,31.5134999999999
S-NG_CC,6,NaturalGas,31.5135
S-NG_CC,7,NaturalGas,0.0
S-NG_CC_CCS,7,NaturalGas,0.0
S-NG_GT,1,NaturalGas,0.0
S-NG_GT,2,NaturalGas,0.0
S-NG_GT,3,NaturalGas,0.0
S-NG_GT,4,NaturalGas,0.0
S-NG_GT,5,NaturalGas,0.0
S-NG_GT,6,NaturalGas,0.0
S-NG_GT,7,NaturalGas,0.0
