GEN_TP_FUELS_1,GEN_TP_FUELS_2,GEN_TP_FUELS_3,GenFuelUseRate
C-Biomass_IGCC,1,BioSolid,0.0
C-Biomass_IGCC,2,BioSolid,0.0
C-Biomass_IGCC,3,BioSolid,0.0
C-Biomass_IGCC,4,BioSolid,0.0
C-Biomass_IGCC,5,BioSolid,0.0
C-Biomass_IGCC,6,BioSolid,0.0
C-Biomass_IGCC,7,BioSolid,0.0
C-Coal_IGCC,1,Coal,14.2649453790666
C-Coal_IGCC,2,Coal,14.2649453790666
C-Coal_IGCC,3,Coal,14.2649453790666
C-Coal_IGCC,4,Coal,14.2649453790666
C-Coal_IGCC,5,Coal,14.2649453790666
C-Coal_IGCC,6,Coal,14.2649453790666
C-Coal_IGCC,7,Coal,21.4755302661035
C-Coal_ST,1,Coal,16.074
C-Coal_ST,2,Coal,16.074
C-Coal_ST,3,Coal,16.074
C-Coal_ST,4,Coal,16.074
C-Coal_ST,5,Coal,16.074
C-Coal_ST,6,Coal,16.074
C-NG_CC,1,NaturalGas,0.0
C-NG_CC,2,NaturalGas,0.0
C-NG_CC,3,NaturalGas,0.0
C-NG_CC,4,NaturalGas,0.0
C-NG_CC,5,NaturalGas,0.0
C-NG_CC,6,NaturalGas,0.0
C-NG_CC,7,NaturalGas,0.0
C-NG_GT,1,NaturalGas,19.5332
C-NG_GT,2,NaturalGas,19.5332
C-NG_GT,3,NaturalGas,19.5332
C-NG_GT,4,NaturalGas,19.5332
C-NG_GT,5,NaturalGas,19.5332
C-NG_GT,6,NaturalGas,19.5332
C-NG_GT,7,NaturalGas,0.0
C-Nuclear,7,Uranium,0.0
N-Biomass_IGCC,1,BioSolid,0.0
N-Biomass_IGCC,2,BioSolid,0.0
N-Biomass_IGCC,3,BioSolid,0.0
N-Biomass_IGCC,4,BioSolid,0.0
N-Biomass_IGCC,5,BioSolid,0.0
N-Biomass_IGCC,6,BioSolid,0.0
N-Biomass_IGCC,7,BioSolid,53.3202156810981
N-Biomass_IGCC_CCS,7,BioSolid,0.0
N-Coal_IGCC,1,Coal,0.0
N-Coal_IGCC,2,Coal,0.0
N-Coal_IGCC,3,Coal,0.0
N-Coal_IGCC,4,Coal,0.0
N-Coal_IGCC,5,Coal,0.0
N-Coal_IGCC,6,Coal,0.0
N-Coal_IGCC,7,Coal,0.0
N-Coal_IGCC_CCS,7,Coal,0.0
N-Coal_ST,1,Coal,15.228
N-Coal_ST,2,Coal,15.228
N-Coal_ST,3,Coal,15.228
N-Coal_ST,4,Coal,15.228
N-Coal_ST,5,Coal,15.228
N-Coal_ST,6,Coal,15.228
N-Coal_ST,7,Coal,0.0
N-NG_CC,1,NaturalGas,0.0
N-NG_CC,2,NaturalGas,0.0
N-NG_CC,3,NaturalGas,0.0
N-NG_CC,4,NaturalGas,0.0
N-NG_CC,5,NaturalGas,0.0
N-NG_CC,6,NaturalGas,12.0369266625911
N-NG_CC,7,NaturalGas,0.0
N-NG_CC_CCS,7,NaturalGas,0.0
N-NG_GT,1,NaturalGas,19.5332
N-NG_GT,2,NaturalGas,16.2425216569192
N-NG_GT,3,NaturalGas,19.5332
N-NG_GT,4,NaturalGas,18.4368194393902
N-NG_GT,5,NaturalGas,16.2425216569192
N-NG_GT,6,NaturalGas,19.5332
N-NG_GT,7,NaturalGas,8.5265128291212e-14
N-Nuclear,7,Uranium,0.0
S-Biomass_IGCC,1,BioSolid,0.0
S-Biomass_IGCC,2,BioSolid,0.0
S-Biomass_IGCC,3,BioSolid,0.0
S-Biomass_IGCC,4,BioSolid,0.0
S-Biomass_IGCC,5,BioSolid,0.0
S-Biomass_IGCC,6,BioSolid,0.0
S-Biomass_IGCC,7,BioSolid,31.7737868169219
S-Biomass_IGCC_CCS,7,BioSolid,0.0
S-NG_CC,1,NaturalGas,18.6546640097075
S-NG_CC,2,NaturalGas,9.48622887083499
S-NG_CC,3,NaturalGas,18.0628728270254
S-NG_CC,4,NaturalGas,7.02998363252375
S-NG_CC,5,NaturalGas,23.3029549102429
S-NG_CC,6,NaturalGas,31.5135
S-NG_CC,7,NaturalGas,0.0
S-NG_CC_CCS,7,NaturalGas,0.0
S-NG_GT,1,NaturalGas,0.0
S-NG_GT,2,NaturalGas,10.4387696334241
S-NG_GT,3,NaturalGas,0.0
S-NG_GT,4,NaturalGas,19.5332
S-NG_GT,5,NaturalGas,0.0
S-NG_GT,6,NaturalGas,19.5332
S-NG_GT,7,NaturalGas,0.0
