GEN_TP_FUELS_1,GEN_TP_FUELS_2,GEN_TP_FUELS_3,GenFuelUseRate
C-Biomass_IGCC,1,BioSolid,0.0
C-Biomass_IGCC,2,BioSolid,0.0
C-Biomass_IGCC,3,BioSolid,0.0
C-Biomass_IGCC,4,BioSolid,0.0
C-Biomass_IGCC,5,BioSolid,0.0
C-Biomass_IGCC,6,BioSolid,0.0
C-Biomass_IGCC,7,BioSolid,0.0
C-Coal_IGCC,1,Coal,14.789606383764
C-Coal_IGCC,2,Coal,14.789606383764
C-Coal_IGCC,3,Coal,14.789606383764
C-Coal_IGCC,4,Coal,14.789606383764
C-Coal_IGCC,5,Coal,14.789606383764
C-Coal_IGCC,6,Coal,14.789606383764
C-Coal_IGCC,7,Coal,14.789606383764
C-Coal_ST,1,Coal,16.074
C-Coal_ST,2,Coal,16.074
C-Coal_ST,3,Coal,16.074
C-Coal_ST,4,Coal,16.074
C-Coal_ST,5,Coal,16.074
C-Coal_ST,6,Coal,16.074
C-NG_CC,1,NaturalGas,0.0
C-NG_CC,2,NaturalGas,0.0
C-NG_CC,3,NaturalGas,0.0
C-NG_CC,4,NaturalGas,0.0
C-NG_CC,5,NaturalGas,1.76914812164468
C-NG_CC,6,NaturalGas,12.6054
C-NG_CC,7,NaturalGas,0.0
C-NG_GT,1,NaturalGas,0.0
C-NG_GT,2,NaturalGas,0.0
C-NG_GT,3,NaturalGas,0.0
C-NG_GT,4,NaturalGas,0.0
C-NG_GT,5,NaturalGas,0.0
C-NG_GT,6,NaturalGas,19.5332
C-NG_GT,7,NaturalGas,-7.23620474058855e-14
C-Nuclear,7,Uranium,0.0
N-Biomass_IGCC,1,BioSolid,19.6689865857892
N-Biomass_IGCC,2,BioSolid,19.6689865857892
N-Biomass_IGCC,3,BioSolid,19.6689865857892
N-Biomass_IGCC,4,BioSolid,19.6689865857892
N-Biomass_IGCC,5,BioSolid,19.6689865857892
N-Biomass_IGCC,6,BioSolid,19.6689865857892
N-Biomass_IGCC,7,BioSolid,28.6277156810982
N-Biomass_IGCC_CCS,7,BioSolid,0.0
N-Coal_IGCC,1,Coal,0.0
N-Coal_IGCC,2,Coal,0.0
N-Coal_IGCC,3,Coal,0.0
N-Coal_IGCC,4,Coal,0.0
N-Coal_IGCC,5,Coal,0.0
N-Coal_IGCC,6,Coal,0.0
N-Coal_IGCC,7,Coal,0.0
N-Coal_IGCC_CCS,7,Coal,0.0
N-Coal_ST,1,Coal,15.228
N-Coal_ST,2,Coal,15.228
N-Coal_ST,3,Coal,15.228
N-Coal_ST,4,Coal,15.228
N-Coal_ST,5,Coal,15.228
N-Coal_ST,6,Coal,15.228
N-Coal_ST,7,Coal,-1.3319867579089e-14
N-NG_CC,1,NaturalGas,4.70649732753835
N-NG_CC,2,NaturalGas,0.0
N-NG_CC,3,NaturalGas,0.0
N-NG_CC,4,NaturalGas,0.0
N-NG_CC,5,NaturalGas,0.0
N-NG_CC,6,NaturalGas,12.6054
N-NG_CC,7,NaturalGas,0.0
N-NG_CC_CCS,7,NaturalGas,0.0
N-NG_GT,1,NaturalGas,0.0
N-NG_GT,2,NaturalGas,0.0
N-NG_GT,3,NaturalGas,0.0
N-NG_GT,4,NaturalGas,0.0
N-NG_GT,5,NaturalGas,0.0
N-NG_GT,6,NaturalGas,2.30343783152091
N-NG_GT,7,NaturalGas,0.0
N-Nuclear,7,Uranium,0.0
S-Biomass_IGCC,1,BioSolid,0.0
S-Biomass_IGCC,2,BioSolid,0.0
S-Biomass_IGCC,3,BioSolid,0.0
S-Biomass_IGCC,4,BioSolid,0.0
S-Biomass_IGCC,5,BioSolid,0.0
S-Biomass_IGCC,6,BioSolid,0.0
S-Biomass_IGCC,7,BioSolid,101.122426340348
S-Biomass_IGCC_CCS,7,BioSolid,0.0
S-NG_CC,1,NaturalGas,22.998518805091
S-NG_CC,2,NaturalGas,24.8708896278025
S-NG_CC,3,NaturalGas,26.5386455210361
S-NG_CC,4,NaturalGas,28.9840998997833
S-NG_CC,5,NaturalGas,31.5135
S-NG_CC,6,NaturalGas,31.5135
S-NG_CC,7,NaturalGas,0.0
S-NG_CC_CCS,7,NaturalGas,0.0
S-NG_GT,1,NaturalGas,0.0
S-NG_GT,2,NaturalGas,0.0
S-NG_GT,3,NaturalGas,0.0
S-NG_GT,4,NaturalGas,0.0
S-NG_GT,5,NaturalGas,0.0
S-NG_GT,6,NaturalGas,0.0
S-NG_GT,7,NaturalGas,0.0
